"filename", "language", "Markdown", "PIC18 Assembler", "CMake", "CMake Cache", "JSON", "YAML", "Log", "C++", "C", "Shell Script", "HTML", "PostCSS", "XML", "JavaScript", "Python", "comment", "blank", "total"
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\node.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 47, 32, 205
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\node_decorator.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 3, 6, 23
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\node_decorator.hpp", "C++", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 7, 26
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\paragraph.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 23, 12, 96
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\reflect.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 4, 10, 50
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\scroll_indicator.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 9, 24, 130
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\scroll_indicator_test.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 295, 0, 0, 0, 0, 0, 0, 0, 41, 36, 372
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\selection.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 20, 20, 174
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\selection_style.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 17, 16, 93
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\selection_test.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 7, 39, 223
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\separator.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 323, 42, 571
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\separator_test.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 5, 12, 130
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\size.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 9, 13, 96
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\spinner.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 284, 0, 0, 0, 0, 0, 0, 0, 10, 7, 301
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\spinner_test.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 5, 8, 43
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\strikethrough.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 7, 36
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\table.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 293, 0, 0, 0, 0, 0, 0, 0, 123, 48, 464
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\table_test.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 711, 0, 0, 0, 0, 0, 0, 0, 5, 34, 750
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\text.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 85, 26, 225
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\text_test.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 14, 19, 126
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\underlined.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 5, 7, 38
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\underlined_double.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 7, 36
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\underlined_test.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 5, 5, 23
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\util.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 48, 18, 151
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\vbox.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 20, 16, 101
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\dom\vbox_test.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 336, 0, 0, 0, 0, 0, 0, 0, 6, 31, 373
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\screen\box.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 21, 10, 73
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\screen\color.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 205, 0, 0, 0, 0, 0, 0, 0, 63, 32, 300
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\screen\color_info.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 5, 8, 282
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\screen\color_test.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 3, 14, 87
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\screen\image.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 16, 11, 64
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\screen\screen.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 416, 0, 0, 0, 0, 0, 0, 0, 70, 80, 566
"c:\Users\Hanno\OneDrive\Code\DHBW Systemnahe Programmierung\picsim\third_party\ftxui\src\ftxui\screen\string.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 80, 90, 1670
